x1,x2,x3,y
2,3,10,37.01
48,27,15,150.03
6,43,35,151.67
29,28,41,238.62
11,37,18,81.03
19,40,1,14.03
30,2,38,252.11
31,39,17,120.00
2,22,18,76.79
24,48,45,232.85
45,17,6,98.68
22,9,37,215.17
12,6,13,73.19
34,42,15,108.25
19,44,21,93.37
24,1,20,143.85
8,48,17,50.35
47,1,48,331.03
15,19,16,67.23
5,41,49,202.24
48,15,34,255.31
15,32,39,175.34
28,13,26,185.14
47,21,31,232.56
14,20,5,27.67
11,10,16,90.80
7,30,36,162.81
38,17,17,150.99
15,23,42,220.19
8,30,35,172.38
13,49,20,92.77
35,13,20,168.52
2,4,13,62.84
9,30,26,123.11
44,46,41,247.37
24,8,27,181.05
19,47,27,100.99
46,41,44,255.04
18,1,40,259.56
19,17,41,230.76
40,42,34,223.42
20,17,11,89.08
10,46,47,202.87
43,32,44,268.27
31,28,47,271.75
20,27,9,58.71
30,37,1,17.05
21,23,17,86.91
34,45,17,113.69
17,44,49,244.39
5,32,46,192.54
47,31,3,77.73
11,19,10,75.07
17,34,6,23.59
23,49,33,162.85
34,20,10,99.48
35,48,24,156.64
27,36,39,207.54
48,39,47,281.85
15,38,24,129.40
48,43,17,143.47
21,8,24,142.20
33,31,41,234.60
47,29,34,226.58
35,31,20,147.92
19,34,31,147.10
17,6,19,132.33
16,14,18,120.47
8,4,42,227.25
41,19,31,209.20
31,34,1,31.36
35,37,16,129.78
22,18,24,140.16
46,6,42,298.88
12,47,22,102.68
20,6,18,119.08
5,11,23,122.97
35,14,38,269.58
27,24,15,115.40
35,23,30,198.08
4,39,45,195.92
16,41,26,113.05
3,27,21,90.53
4,46,24,81.35
21,6,47,254.34
13,46,49,228.60
46,15,46,297.05
44,27,27,200.23
6,41,19,88.22
20,3,39,223.40
28,14,38,234.72
39,49,30,183.31
15,38,13,52.96
1,38,14,44.71
30,46,49,268.04
39,20,39,251.14
38,35,37,221.71
46,30,7,87.27
31,46,17,115.30
12,15,31,163.29
36,27,16,133.03
39,37,47,272.98
29,26,17,111.42
31,2,1,52.70
19,19,23,130.35
36,48,26,164.79
31,49,38,200.36
7,21,40,200.13
9,22,31,170.90
45,11,25,213.61
48,12,7,117.47
4,22,47,245.95
23,33,23,123.38
39,3,20,166.27
40,4,24,188.03
47,34,41,273.53
18,19,31,164.69
37,45,14,102.83
34,9,3,95.06
29,30,20,132.59
39,22,4,71.55
5,7,29,144.81
40,25,3,56.93
39,34,9,99.27
27,39,39,227.95
36,33,36,231.91
35,18,38,236.31
13,42,16,63.46
7,1,10,49.47
15,42,49,240.32
25,48,28,131.56
40,27,24,176.26
31,1,24,182.49
23,33,14,87.39
11,35,25,107.82
41,36,47,281.58
13,8,6,43.56
7,28,7,3.13
21,36,41,200.57
34,22,21,147.73
32,9,2,79.54
34,36,32,213.75
12,10,9,64.09
34,34,23,157.75
4,26,9,22.68
46,8,13,139.47
34,27,14,116.23
8,29,34,148.74
12,34,25,111.36
27,35,18,119.67
15,18,39,209.35
46,8,3,99.23
3,37,4,-8.82
14,29,20,86.88
44,4,27,219.03
37,18,22,169.09
24,47,44,216.54
3,29,4,-3.86
39,2,48,314.00
34,29,18,132.87
37,34,42,260.52
21,24,29,171.49
34,25,28,183.61
25,21,24,117.87
31,12,48,287.83
15,27,6,47.12
34,46,48,266.64
27,14,18,116.87
4,4,25,131.44
45,37,1,72.39
1,25,2,-23.04
43,14,45,290.36
16,14,2,40.02
42,6,33,240.85
33,31,29,178.05
27,25,19,135.56
16,32,13,72.00
31,18,5,89.14
11,4,7,52.17
42,27,44,296.08
22,47,37,181.19
33,31,47,261.29
28,22,22,134.32
17,14,37,189.35
9,38,21,73.43
31,44,9,49.08
31,47,49,264.85
31,26,1,36.06
39,28,28,210.57
2,39,24,73.59
25,17,21,134.14
33,20,17,141.21
48,35,23,179.52
25,28,1,37.82
28,47,20,101.92
5,43,13,39.23
23,48,35,161.90
16,11,32,193.88
45,40,6,69.96
29,7,30,182.67
3,12,20,96.84
47,8,39,281.32
1,10,23,94.30
41,20,32,218.33
3,7,37,169.69
28,36,49,278.02
21,41,5,31.94
45,43,10,99.52
20,39,40,213.58
31,8,23,162.34
18,7,48,259.24
39,12,18,141.14
28,45,15,81.48
13,33,32,151.57
7,16,34,147.53
45,7,37,279.87
48,43,20,141.89
12,18,15,68.66
14,23,34,174.33
34,3,29,208.27
5,24,27,132.80
32,33,30,187.47
10,47,47,221.10
30,4,33,212.16
17,35,49,254.12
30,40,19,118.53
21,44,15,74.68
21,43,38,193.69
13,13,27,130.16
25,9,21,148.84
11,41,14,37.82
42,8,45,306.13
23,37,39,210.43
7,40,24,94.67
18,30,15,87.36
14,10,49,270.02
6,8,9,68.46
43,21,32,223.44
27,15,35,204.52
42,18,25,188.12
32,32,40,223.52
42,23,19,147.72
25,41,16,105.33
31,33,43,242.81
9,41,14,54.35
21,28,18,95.55
44,4,44,295.94
19,5,28,166.05
43,36,39,241.83
8,13,3,26.38
10,21,42,213.12
5,3,8,43.13
22,49,27,135.21
16,45,10,21.42
40,17,21,164.45
26,22,13,95.50
33,1,2,68.15
14,19,48,243.70
19,28,25,135.66
24,46,43,212.61
1,24,44,200.23
25,49,41,213.74
47,6,42,290.60
30,19,24,151.51
23,25,5,44.99
26,40,45,227.54
11,14,3,12.49
31,18,48,273.94
44,14,25,175.18
14,37,43,212.65
31,40,31,172.07
8,46,17,69.95
30,43,27,165.74
16,37,17,78.96
48,40,5,102.00
18,40,19,101.44
17,17,32,157.58
25,5,3,63.44
35,23,34,211.42
29,11,33,220.62
41,20,19,159.27
38,45,37,212.88
17,35,29,148.18
40,48,38,227.82
36,18,6,81.06
46,30,42,246.96
40,18,34,227.68
45,32,14,117.87
3,42,40,175.61
7,34,4,-19.66
15,29,20,82.31
33,45,7,51.53
24,45,27,139.84
44,3,45,317.00
15,8,33,180.85
24,42,14,54.67
7,10,34,181.47
19,3,13,93.65
45,44,44,263.67
43,36,16,141.88
19,28,30,159.43
27,5,26,163.66
35,20,33,225.60
14,16,44,213.82
37,7,41,270.64
19,23,38,212.32
33,18,49,309.07
35,41,16,110.49
19,30,32,162.07
13,49,6,7.84
1,19,40,176.96
11,12,1,21.50
12,31,29,133.80
28,31,2,42.47
29,17,16,114.30
15,49,49,225.19
26,26,47,269.43
14,12,15,100.67
7,15,41,212.16
21,3,36,233.53
15,38,23,97.23
33,22,12,105.55
18,24,44,243.25
16,10,45,248.27
20,29,41,211.77
28,2,20,153.81
30,1,41,264.64
18,46,47,219.26
9,27,43,197.77
35,18,10,98.12
27,43,22,124.94
6,37,30,115.91
23,3,45,261.83
15,2,25,155.12
27,27,44,239.56
11,39,10,23.18
44,42,23,144.97
45,4,49,334.51
12,33,23,127.78
17,18,37,183.47
28,17,4,62.20
13,12,1,0.12
24,17,35,211.28
23,20,1,35.17
32,45,45,245.13
31,16,39,241.53
7,2,42,237.29
3,38,5,1.05
6,32,41,197.19
49,34,23,180.36
16,47,38,172.85
14,10,1,10.01
13,28,8,34.77
28,38,19,114.18
1,28,44,203.39
15,48,47,210.43
46,9,25,214.00
1,32,21,64.26
35,14,8,88.59
7,1,4,39.54
18,18,26,141.01
28,2,3,58.63
3,36,42,188.44
21,39,27,156.10
5,32,1,-30.91
19,49,12,47.39
10,33,40,183.87
33,44,10,70.41
18,10,12,70.70
30,7,8,93.52
24,6,15,105.93
10,17,48,253.19
29,12,46,259.33
45,32,48,291.66
33,11,31,200.72
4,19,5,18.21
19,33,6,58.27
2,47,14,23.78
34,42,33,206.03
31,1,16,131.12
23,4,20,139.06
6,10,4,24.80
7,12,7,32.10
34,16,42,241.65
15,17,42,220.10
17,9,30,184.55
9,7,25,125.65
8,32,49,246.75
41,12,31,228.89
49,45,41,251.48
37,2,23,186.71
28,9,36,229.55
45,47,32,190.62
22,33,41,214.59
35,37,41,237.99
48,16,46,320.38
12,23,42,188.52
37,5,23,176.99
2,20,36,156.89
33,24,43,262.53
20,13,9,80.28
18,22,29,154.37
46,1,8,133.38
19,4,47,269.12
8,47,10,13.54
18,4,2,23.31
24,18,2,33.10
48,44,5,82.60
26,32,35,200.24
26,16,37,219.27
27,42,16,69.39
38,33,5,80.09
1,37,29,112.64
22,43,2,1.62
23,7,19,126.89
46,26,43,275.30
14,16,27,151.89
12,6,7,37.22
13,48,39,175.97
5,7,49,249.78
8,18,9,48.06
40,23,27,199.61
10,31,21,76.22
25,42,23,146.98
15,42,22,93.22
13,25,37,175.68
4,36,16,64.22
33,48,48,257.91
25,35,46,242.99
47,9,27,228.07
4,39,4,6.18
31,14,18,135.40
23,39,28,129.54
1,3,17,93.26
3,35,12,13.20
2,18,47,211.21
21,37,34,177.76
32,21,44,244.64
27,44,20,112.02
5,26,21,70.79
8,29,31,151.90
11,15,35,177.36
24,48,29,143.86
30,6,49,291.39
7,41,46,203.59
37,13,4,79.41
22,16,29,169.20
3,12,21,82.41
38,44,32,194.88
41,48,46,243.73
35,46,18,106.16
48,3,40,288.55
43,29,18,122.70
29,1,45,288.74
17,21,36,190.93
38,43,19,114.12
5,32,18,77.39
29,18,19,132.25
27,45,32,158.54
28,30,35,194.64
11,22,46,245.74
23,33,48,261.16
11,10,40,230.26
14,24,35,161.23
45,36,7,70.55
41,2,37,268.51
17,28,21,120.14
24,26,42,233.05
9,34,19,79.66
28,32,19,128.01
42,19,30,213.93
9,46,16,38.73
32,2,5,88.30
32,19,20,142.73
14,34,35,163.14
34,46,17,121.05
12,21,35,174.54
15,26,47,241.61
34,45,29,154.31
13,20,10,62.19
19,19,23,129.95
41,10,12,113.34
29,25,21,149.71
36,31,36,225.40
36,33,37,214.58
28,22,40,231.00
26,19,22,131.76
24,43,46,242.58
22,43,14,57.02
17,34,36,189.50
23,22,19,126.74
20,8,25,156.12
30,22,26,187.18
45,22,47,296.05
46,42,18,148.12
6,22,23,98.67
46,7,8,127.17
8,24,7,29.93
4,30,19,71.18
35,22,14,114.85
16,25,32,167.59
19,19,24,129.46
27,14,21,152.95
40,49,17,123.09
24,2,38,248.88
30,33,4,51.91
11,47,23,93.13
10,44,34,150.31
44,24,41,255.56
31,40,42,225.71
4,10,25,114.52
38,16,6,67.07
32,23,37,221.89
37,15,39,258.48
2,38,40,166.12
7,12,3,12.93
5,24,26,98.68
28,1,31,213.10
19,34,39,194.99
18,9,29,175.62
15,1,22,118.45
11,22,45,235.01
12,38,26,122.75
1,10,4,7.98
33,12,24,169.13
47,43,43,277.74
12,3,10,73.24
24,17,13,97.62
19,6,45,244.70
13,29,41,218.21
47,33,30,227.74
20,18,2,31.89
42,25,1,77.49
18,15,8,49.51
18,24,26,142.20
14,24,49,255.00
7,26,40,181.57
33,41,18,114.41
11,48,39,173.78
26,47,4,27.25
14,15,28,158.17
5,40,40,170.06
19,12,4,39.04
16,22,44,207.47
25,25,1,32.05
6,26,35,157.09
17,13,25,160.22
3,25,26,114.71
31,49,44,243.02
38,12,48,297.80
48,43,34,224.45
36,43,45,251.75
11,14,7,54.32
46,12,12,148.15
45,44,10,109.17
11,3,17,117.85
8,38,5,4.64
22,49,37,176.33
17,35,18,79.05
4,48,20,56.78
20,17,23,138.43
37,8,46,293.53
48,32,20,186.16
13,1,44,244.25
46,17,34,244.00
32,12,35,228.97
35,8,9,108.57
46,46,39,249.44
18,47,8,39.15
46,31,34,239.37
10,13,22,115.31
44,33,34,217.81
4,40,37,153.14
36,21,42,270.44
32,13,29,184.42
16,18,13,84.18
7,16,3,6.31
49,15,19,177.11
8,38,12,36.00
5,24,34,153.89
44,13,3,96.38
4,42,24,100.54
14,1,37,207.94
15,31,30,150.24
15,23,31,171.83
31,30,35,199.64
29,24,28,177.71
47,19,18,177.80
12,3,9,61.84
36,38,21,126.43
42,8,30,207.80
20,13,30,175.64
17,34,15,53.70
1,47,25,74.20
18,37,33,156.87
8,11,40,210.34
11,48,9,21.94
42,16,5,76.95
6,34,2,-25.04
30,19,4,66.18
39,5,8,119.33
48,37,20,170.53
38,33,42,256.72
7,39,41,186.12
24,22,37,228.10
23,48,49,230.05
25,9,49,292.76
49,20,32,237.36
27,12,7,72.28
37,20,4,69.81
46,5,42,309.71
41,12,44,274.24
45,27,28,209.71
7,15,17,94.08
34,49,42,247.03
4,20,46,217.60
40,31,36,222.79
31,10,49,281.72
26,6,44,268.00
22,47,20,86.93
17,2,48,272.62
33,23,24,161.10
30,9,33,220.25
36,45,10,75.28
46,37,29,198.56
20,15,24,157.27
31,32,31,185.79
2,23,14,63.42
33,27,15,105.88
30,14,7,85.46
37,31,23,161.57
39,30,34,213.62
47,36,4,66.59
47,17,16,147.55
49,27,24,194.30
32,42,48,271.61
3,14,5,19.45
13,13,15,101.35
49,26,38,264.28
2,40,43,177.85
25,41,41,214.51
46,13,43,302.10
46,12,27,226.87
30,10,18,122.15
40,25,30,208.59
26,33,43,235.30
35,28,46,281.29
13,41,28,128.49
15,8,43,230.82
1,29,19,51.67
8,3,12,59.61
24,11,6,45.20
47,26,49,333.85
31,38,35,199.42
36,21,36,228.29
9,36,10,30.30
38,13,41,268.78
18,36,2,10.79
19,3,6,55.24
33,25,6,75.57
22,39,44,219.75
33,25,49,290.74
16,24,28,147.94
1,36,2,-16.77
42,15,48,311.73
10,36,44,187.86
25,13,18,122.07
34,37,12,98.91
13,21,46,235.95
36,47,31,185.28
22,4,31,191.07
37,12,25,194.96
48,7,13,147.07
10,9,36,201.52
28,22,21,138.54
19,44,2,-4.34
40,49,30,186.51
31,4,33,225.05
24,6,7,70.39
2,3,18,70.10
44,27,34,236.93
13,38,29,139.65
35,41,1,35.50
20,46,20,81.61
22,34,2,14.66
45,9,27,222.98
12,32,1,-12.42
20,10,23,136.50
36,11,7,89.26
42,41,19,148.96
4,11,17,73.53
37,43,12,76.77
34,37,17,117.54
40,12,5,104.85
25,1,17,121.47
2,45,18,54.49
49,33,36,251.95
18,36,29,139.00
33,1,17,148.61
37,23,5,76.32
49,37,18,150.30
34,34,9,69.32
48,12,30,247.51
19,20,32,160.29
12,6,8,51.02
16,48,35,156.09
47,43,27,199.22
24,12,11,80.83
49,31,24,198.03
20,45,1,-4.65
13,49,35,143.67
35,22,6,62.63
17,46,3,12.65
24,33,15,77.98
32,44,30,169.95
23,44,36,181.22
8,15,8,47.29
27,21,38,213.80
4,13,22,112.15
5,7,37,189.59
16,5,45,255.15
34,22,1,38.78
25,24,10,88.13
40,26,3,72.79
34,43,8,67.00
33,20,5,76.39
28,20,35,187.32
48,49,38,241.49
28,49,21,135.47
22,3,41,231.61
8,10,46,241.12
1,32,3,1.46
23,18,46,257.77
18,15,20,119.45
8,20,11,54.63
46,6,47,317.62
35,28,36,238.02
40,26,46,290.82
11,9,11,63.58
11,17,34,182.81
14,39,42,187.38
5,48,19,53.46
32,43,4,29.73
49,31,33,237.18
18,2,3,51.47
30,29,30,176.14
41,40,17,125.89
26,6,23,149.38
10,22,2,6.04
34,21,3,44.23
23,31,11,62.76
34,11,25,179.99
16,23,7,30.14
28,20,47,267.09
16,15,14,86.76
38,48,4,39.12
9,29,6,37.21
11,27,39,181.37
7,28,12,41.14
8,29,37,153.06
36,48,4,60.20
33,21,16,135.43
40,27,47,266.11
4,9,18,93.15
28,4,28,190.68
47,14,17,173.47
48,33,9,88.21
8,25,20,78.11
40,27,40,243.88
16,9,41,234.14
49,20,17,166.99
19,23,47,238.63
10,8,47,238.97
2,48,15,27.11
25,29,18,112.97
23,16,11,102.48
39,37,38,231.90
10,23,8,38.41
47,36,34,231.21
3,43,17,46.91
24,20,27,180.03
38,13,16,149.69
21,8,35,205.62
18,23,6,43.10
23,4,38,231.25
29,6,35,242.58
12,39,24,83.21
2,43,43,184.41
33,23,20,147.38
33,5,17,141.43
34,5,38,242.86
19,9,43,241.42
23,38,17,84.82
33,33,22,149.32
27,41,45,229.94
46,8,26,250.09
25,24,14,93.81
7,35,25,95.64
15,11,26,142.44
34,47,36,195.52
31,35,30,181.96
49,45,31,215.20
29,32,24,149.11
30,40,19,108.15
12,47,25,100.51
17,46,21,99.00
39,36,47,293.80
10,16,5,20.61
35,11,41,272.13
13,34,9,37.52
27,42,47,239.08
14,47,13,39.32
47,6,9,152.39
44,48,23,160.17
21,41,28,133.64
44,8,41,282.24
2,34,47,206.07
28,9,43,260.79
39,6,6,91.72
8,37,46,198.42
5,27,34,159.09
35,29,15,111.53
14,21,45,221.44
6,23,48,237.93
5,49,41,152.43
18,29,39,202.51
42,33,10,97.40
35,14,37,244.71
30,47,4,36.24
19,18,10,52.87
23,15,27,174.74
46,6,16,165.06
39,36,20,141.08
42,25,6,112.67
33,2,14,128.86
49,13,41,289.07
19,21,10,70.32
17,28,24,127.43
35,10,35,227.24
15,30,13,70.43
14,32,17,81.50
29,41,18,89.33
40,39,6,80.08
11,44,32,131.98
2,13,17,85.50
35,1,23,186.07
18,25,48,262.22
10,45,11,9.64
2,10,15,64.04
4,16,4,2.05
35,42,22,133.19
2,29,40,188.75
13,20,16,81.66
48,46,8,113.32
42,30,37,228.63
48,11,49,331.89
7,37,40,184.56
13,27,30,140.55
31,12,24,171.65
2,34,28,120.93
24,36,35,201.01
27,22,21,151.85
32,45,49,275.80
33,43,9,53.91
6,19,18,93.35
7,7,48,243.03
18,46,36,162.94
25,44,12,58.24
44,45,27,172.72
44,17,46,295.93
10,22,8,16.32
8,35,24,107.49
44,45,25,180.61
26,14,6,79.44
34,45,9,74.77
21,27,39,215.47
7,39,34,145.15
44,27,23,190.83
34,25,42,257.23
32,44,25,151.83
45,16,11,121.93
11,3,27,149.69
20,18,21,115.64
49,46,34,221.64
6,38,41,184.75
26,20,14,95.83
46,38,31,226.18
5,21,8,32.87
28,28,38,206.54
49,38,1,75.38
48,20,23,183.61
34,30,30,190.92
36,2,3,84.74
33,34,7,55.33
47,22,31,225.63
46,10,16,162.62
49,47,39,242.67
47,46,14,132.04
15,8,9,68.12
34,28,7,94.97
26,43,40,201.09
33,17,30,194.11
13,31,26,124.18
40,40,40,244.13
3,37,6,2.86
11,39,46,228.43
25,28,12,93.34
4,16,38,168.13
39,14,31,213.28
17,11,33,197.37
44,39,46,274.41
11,2,22,129.94
42,32,9,95.48
31,38,39,216.36
8,42,26,100.97
1,19,8,26.07
25,8,5,68.75
41,47,43,238.08
30,26,43,267.22
41,35,23,169.96
36,23,8,109.04
45,2,5,104.36
31,11,10,116.12
48,10,35,249.51
13,48,3,-9.89
30,33,32,185.69
43,47,11,82.41
10,22,10,64.22
32,32,27,180.52
33,38,38,212.57
41,26,45,277.82
7,1,25,138.76
18,46,46,230.87
46,35,5,73.21
48,23,10,126.04
41,15,40,261.34
24,28,8,62.85
38,20,43,259.89
48,6,5,111.93
43,23,31,218.61
19,49,32,144.42
15,48,1,-20.15
5,17,17,79.09
21,44,15,63.29
28,39,13,95.91
39,20,22,162.39
34,9,45,271.96
38,8,41,276.06
28,11,44,271.26
7,29,38,162.38
1,7,32,164.48
43,35,21,148.81
27,13,13,82.71
24,40,43,220.28
43,7,45,316.45
17,40,48,229.28
47,29,31,226.59
19,9,4,43.56
14,30,48,232.28
35,14,27,203.13
32,41,18,98.62
4,13,23,106.92
26,17,43,241.07
20,20,41,235.39
19,10,20,104.13
33,36,15,124.43
1,47,45,183.82
45,46,35,216.27
49,39,10,104.82
34,24,1,52.93
41,36,46,274.09
35,39,32,183.49
1,23,18,55.41
41,23,17,129.23
6,8,33,177.99
42,7,29,214.16
15,41,14,54.91
12,32,11,40.34
48,15,21,196.62
45,46,43,266.62
11,16,44,221.39
47,27,12,122.30
36,49,37,209.56
40,48,8,58.78
35,36,17,120.24
40,27,10,97.99
38,16,48,301.32
39,11,35,241.63
17,43,21,86.83
25,31,31,189.80
18,25,24,123.39
36,35,30,194.62
21,46,24,116.50
47,5,9,121.60
43,32,30,212.66
40,40,23,159.23
46,23,15,140.18
35,40,31,189.63
1,25,32,149.61
10,25,36,174.37
43,23,45,304.16
36,40,36,221.87
27,36,14,89.25
27,29,8,47.64
13,42,43,177.34
22,23,6,51.21
16,1,41,233.43
7,32,35,161.89
22,13,36,200.03
17,43,3,34.20
49,10,19,171.64
26,12,22,152.16
44,24,47,300.07
5,1,42,215.21
36,45,18,123.51
35,36,17,110.52
21,4,8,69.07
8,29,49,235.15
20,19,11,93.74
7,4,11,79.45
5,24,39,194.21
10,21,13,86.01
6,44,33,134.50
25,5,17,112.44
40,21,30,221.03
39,5,33,250.26
36,24,45,280.38
45,5,27,226.60
11,41,46,213.98
43,47,13,111.75
40,35,24,158.75
5,4,37,191.62
28,12,24,163.19
34,26,23,168.45
35,34,31,202.05
21,35,9,64.91
16,16,3,29.91
45,35,17,133.95
20,34,44,231.38
42,8,38,255.55
48,22,47,304.14
4,42,32,125.47
39,1,21,183.42
25,48,21,106.41
49,28,19,158.56
2,9,45,236.44
25,29,48,260.41
26,33,17,120.15
43,40,13,96.74
37,17,48,314.09
25,38,14,69.23
35,42,9,72.37
38,47,17,122.22
19,33,11,60.28
21,35,36,189.16
15,12,17,114.85
34,39,9,74.72
6,10,34,191.91
41,49,30,193.54
11,32,8,28.93
45,44,47,269.37
42,40,25,172.97
17,46,16,63.86
19,25,27,137.48
24,22,19,122.49
5,43,25,67.34
4,28,47,214.19
2,24,12,39.17
4,16,38,170.15
9,35,33,130.35
4,1,3,28.44
31,12,18,129.12
31,34,47,269.27
30,26,1,49.65
17,34,4,8.09
18,4,41,221.62
15,5,44,239.42
18,16,35,186.97
26,7,34,209.17
42,18,26,205.39
43,48,39,253.25
32,45,13,95.45
24,49,10,48.50
21,48,21,93.90
38,33,13,108.50
4,31,24,83.54
28,39,22,125.75
7,5,28,121.93
11,25,22,99.56
43,7,11,133.08
44,17,47,299.10
33,35,35,218.38
17,32,45,248.03
15,47,16,67.12
42,28,10,116.30
49,14,30,246.20
4,47,26,89.90
8,34,9,8.24
21,46,27,144.97
24,11,21,135.15
4,4,41,211.76
35,10,4,73.11
28,4,18,149.86
10,28,18,101.54
38,3,17,166.92
6,48,36,148.87
13,39,12,58.97
18,41,21,88.95
46,32,24,184.50
3,38,34,123.21
28,3,1,54.29
45,17,33,260.57
20,18,9,48.57
18,5,34,196.72
43,21,29,228.29
17,21,47,248.97
42,20,42,277.28
3,10,16,65.52
15,4,1,39.46
6,22,5,8.60
17,34,45,221.77
22,39,35,160.99
32,37,20,110.92
32,20,36,212.26
23,28,27,128.31
25,48,48,251.38
23,33,18,110.96
9,11,28,150.87
16,3,13,91.22
14,24,22,130.37
1,14,19,74.06
8,27,29,141.17
16,5,12,89.20
4,20,21,94.42
2,41,49,179.94
33,25,18,122.01
1,10,1,-10.53
3,12,41,211.85
28,9,10,110.57
17,33,18,91.30
30,17,21,138.24
12,9,42,235.22
28,39,36,203.32
21,37,4,30.17
10,19,27,133.69
43,44,33,224.59
31,38,24,136.77
6,29,6,8.37
25,33,37,197.15
12,18,33,163.92
34,7,43,275.87
29,25,18,131.55
7,38,23,77.56
38,9,30,219.57
30,20,41,259.37
16,36,8,22.92
23,38,5,21.79
29,27,9,60.68
36,4,4,80.38
20,27,47,252.52
37,7,34,242.02
15,47,9,27.40
13,36,35,167.79
48,4,35,265.49
49,31,21,185.11
5,35,14,43.25
14,28,30,159.16
47,4,45,310.38
30,11,13,115.42
5,11,41,207.87
3,15,34,133.38
22,42,25,137.89
31,8,12,110.24
1,28,3,-9.43
26,11,42,234.12
4,16,10,44.06
5,5,11,64.48
41,48,36,208.96
27,1,10,107.17
20,13,8,48.90
41,39,34,210.47
6,40,4,-10.72
3,27,38,171.45
36,8,31,240.42
44,10,14,145.46
19,5,26,178.09
9,1,15,80.11
25,22,41,241.35
35,23,15,121.19
9,39,10,27.22
22,22,34,199.95
40,25,25,182.11
48,1,32,246.33
7,30,1,-33.43
35,6,6,96.90
25,44,24,134.58
28,2,37,233.29
44,32,15,123.31
5,3,30,171.38
22,46,34,158.80
15,23,1,15.64
47,1,19,174.29
29,45,8,52.61
7,49,17,37.01
17,28,22,116.12
10,39,16,42.20
28,23,18,94.38
2,25,5,8.72
23,26,6,60.02
34,19,16,132.05
30,27,33,191.22
27,31,20,128.66
38,17,34,227.19
18,16,28,183.86
23,39,34,176.74
22,15,42,211.85
1,2,39,190.93
17,44,41,196.44
39,44,3,66.24
48,21,39,273.51
30,35,7,72.19
19,18,26,127.21
28,16,40,246.36
28,9,35,218.56
48,44,11,114.70
16,35,42,195.47
29,49,5,36.86
41,8,43,292.09
10,2,43,248.11
34,39,39,224.30
10,11,41,218.01
21,10,41,218.66
26,27,14,94.11
42,42,32,205.47
32,32,44,242.53
12,17,5,31.36
10,4,18,90.97
37,17,11,121.74
3,18,23,95.79
33,16,35,233.11
9,8,33,181.32
41,38,7,77.53
21,38,3,24.83
45,26,18,161.39
13,6,22,134.04
45,33,37,251.04
21,8,3,34.25
12,33,37,149.86
49,5,38,264.21
7,26,33,150.71
38,25,29,189.13
47,47,29,186.43
41,18,18,147.23
12,47,19,87.39
43,10,47,305.49
28,30,26,157.54
36,8,44,285.34
33,33,40,239.57
6,1,23,113.26
21,5,21,133.34
19,15,21,126.62
2,30,10,19.77
28,15,32,185.59
2,41,5,-8.11
39,32,45,259.51
39,29,17,120.74
49,33,36,254.87
10,25,36,175.35
9,24,21,90.78
24,9,35,206.55
46,17,8,128.74
17,31,25,114.51
23,1,45,254.21
40,32,35,213.91
4,17,47,219.14
14,3,48,266.80
42,13,36,250.55
24,13,17,121.37
3,34,18,56.15
10,36,43,199.25
8,21,30,140.61
49,36,32,222.73
35,12,20,160.53
45,39,19,147.92
11,21,16,52.71
49,15,16,174.51
31,19,12,126.95
49,47,2,66.52
42,27,10,100.88
29,28,12,85.34
37,24,23,174.03
17,2,49,283.34
42,37,9,87.02
23,27,11,79.69
44,6,49,327.34
15,34,40,192.86
12,1,26,150.56
49,26,11,112.44
45,47,39,227.23
36,21,34,219.38
42,11,18,160.53
37,21,3,67.66
2,9,5,25.49
33,1,49,319.87
38,39,42,252.33
7,34,38,170.52
40,38,42,235.74
2,27,1,-13.64
23,48,2,11.94
2,45,22,71.34
11,49,41,177.08
19,24,48,268.80
28,3,15,139.13
35,12,16,126.02
17,34,49,256.30
15,30,15,54.76
24,47,8,50.36
18,42,43,227.20
7,31,7,1.99
9,48,8,1.29
42,20,20,163.48
13,29,7,28.81
18,16,10,75.33
33,48,32,194.05
23,3,40,265.38
18,7,46,261.43
24,41,26,135.39
16,27,48,251.70
19,46,48,215.57
33,10,32,220.03
47,43,30,200.75
47,47,9,97.16
4,28,34,143.97
27,25,23,147.39
32,7,10,115.63
37,25,14,130.53
49,42,48,310.92
23,39,18,100.07
6,40,5,6.57
27,27,49,251.01
4,37,38,175.10
21,6,4,60.13
37,17,29,190.33
4,29,15,60.36
23,48,30,147.54
5,32,7,15.93
48,13,33,246.59
13,14,19,107.66
39,22,16,139.50
14,42,21,78.69
27,2,40,249.85
16,42,13,71.93
29,3,37,227.89
32,21,22,146.87
22,8,28,171.16
6,29,25,111.78
47,6,23,200.89
6,22,32,151.43
42,29,34,224.30
44,37,21,157.99
27,42,22,131.97
7,4,38,194.58
14,20,24,131.00
17,12,45,249.82
16,12,15,88.06
27,7,30,202.49
24,47,11,45.60
24,29,15,92.40
32,31,26,165.24
28,21,31,199.42
12,22,45,209.81
7,23,9,41.71
16,19,10,56.31
38,27,44,281.17
5,9,21,100.82
35,22,14,115.05
46,4,43,301.06
49,36,49,302.83
3,12,23,116.47
34,3,33,239.77
34,45,41,227.52
42,28,29,190.34
47,31,44,278.55
13,16,18,101.21
34,31,43,258.33
33,12,19,161.95
30,39,34,183.65
36,20,17,114.24
11,29,28,135.63
9,43,46,211.60
44,46,11,96.90
10,45,2,-23.24
44,26,26,197.15
10,17,12,52.15
26,14,36,217.31
17,31,47,242.66
21,4,25,170.65
